CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
848;Downtown;"{""coordinates"": [-123.1193559839054, 49.28001774760612], ""type"": ""Point""}";__FJ0SFU;13460244;005333911;SEYMOUR ST;49.28001774760612, -123.1193559839054
853;Downtown;"{""coordinates"": [-123.11897092854582, 49.27973372606846], ""type"": ""Point""}";__FJ0SGW;13860251;013010131;RICHARDS ST;49.27973372606846, -123.11897092854582
500;Downtown;"{""coordinates"": [-123.11830929662747, 49.28017158017985], ""type"": ""Point""}";__FJ0SHE;13860207;003619583;ROBSON ST;49.28017158017985, -123.11830929662747
814;Downtown;"{""coordinates"": [-123.11803435264376, 49.279618207967346], ""type"": ""Point""}";__FJ0SHO;13860236;008189200;RICHARDS ST;49.279618207967346, -123.11803435264376
814;Downtown;"{""coordinates"": [-123.11818468106884, 49.27952450442174], ""type"": ""Point""}";__FJ0SHS;13860236;008189242;RICHARDS ST;49.27952450442174, -123.11818468106884
877;Downtown;"{""coordinates"": [-123.11746100766204, 49.27819036621915], ""type"": ""Point""}";__FJ0SJA;15660279;015458873;HAMILTON ST;49.27819036621915, -123.11746100766204
670;Downtown;"{""coordinates"": [-123.121337026197, 49.27996375516528], ""type"": ""Point""}";__FJ0SKO;13060406;004324366;SMITHE ST;49.27996375516528, -123.121337026197
906;Downtown;"{""coordinates"": [-123.12141528142463, 49.279916898023046], ""type"": ""Point""}";__FJ0SKQ;13060418;015456595;GRANVILLE ST;49.279916898023046, -123.12141528142463
918;Downtown;"{""coordinates"": [-123.12170835142368, 49.279724092826896], ""type"": ""Point""}";__FJ0SKY;13060430;009422871;GRANVILLE ST;49.279724092826896, -123.12170835142368
900;Downtown;"{""coordinates"": [-123.12051443578217, 49.27924501048557], ""type"": ""Point""}";__FJ0SLU;13460404;015454231;SEYMOUR ST;49.27924501048557, -123.12051443578217
193;Downtown;"{""coordinates"": [-123.11815319034618, 49.27391626303107], ""type"": ""Point""}";__FJ0SMS;15960788;LMS4255;AQUARIUS MEWS;49.27391626303107, -123.11815319034618
910;Downtown;"{""coordinates"": [-123.11932316932044, 49.278765931029156], ""type"": ""Point""}";__FJ0SN6;13860406;015453651;RICHARDS ST;49.278765931029156, -123.11932316932044
910;Downtown;"{""coordinates"": [-123.11955460265547, 49.27861771205162], ""type"": ""Point""}";__FJ0SNC;13860406;015453693;RICHARDS ST;49.27861771205162, -123.11955460265547
897;Downtown;"{""coordinates"": [-123.12161064371142, 49.28057693884071], ""type"": ""Point""}";__FJ0SPY;13060297;015464598;GRANVILLE ST;49.28057693884071, -123.12161064371142
881;Downtown;"{""coordinates"": [-123.12146596575634, 49.28067468871855], ""type"": ""Point""}";__FJ0SQ2;13060279;005838967;GRANVILLE ST;49.28067468871855, -123.12146596575634
881;Downtown;"{""coordinates"": [-123.12139254091817, 49.28072378960912], ""type"": ""Point""}";__FJ0SQ4;13060279;005838983;GRANVILLE ST;49.28072378960912, -123.12139254091817
900;Downtown;"{""coordinates"": [-123.12227979187466, 49.28067516165592], ""type"": ""Point""}";__FJ0SQ6;12660404;003774686;HOWE ST;49.28067516165592, -123.12227979187466
927;Downtown;"{""coordinates"": [-123.12224977132821, 49.28016111885962], ""type"": ""Point""}";__FJ0SQ8;13060427;015456374;GRANVILLE ST;49.28016111885962, -123.12224977132821
927;Downtown;"{""coordinates"": [-123.12217633317036, 49.28020977050809], ""type"": ""Point""}";__FJ0SQA;13060427;015456412;GRANVILLE ST;49.28020977050809, -123.12217633317036
716;Downtown;"{""coordinates"": [-123.1218819065334, 49.28040484509106], ""type"": ""Point""}";__FJ0SQG;13060405;012849243;SMITHE ST;49.28040484509106, -123.1218819065334
919;Downtown;"{""coordinates"": [-123.12220844297288, 49.280345473828575], ""type"": ""Point""}";__FJ0SQI;13060421;015456480;GRANVILLE ST;49.280345473828575, -123.12220844297288
1499;Downtown;"{""coordinates"": [-123.12804871243664, 49.289963688085386], ""type"": ""Point""}";__FJ0SQY;59211509;EPS390;W PENDER ST;49.289963688085386, -123.12804871243664
1190;Downtown;"{""coordinates"": [-123.12428365774404, 49.28753276199085], ""type"": ""Point""}";__FJ0SS0;59711806;015755584;MELVILLE ST;49.28753276199085, -123.12428365774404
1185;Downtown;"{""coordinates"": [-123.12465141312732, 49.28715840968277], ""type"": ""Point""}";__FJ0SS4;60011807;006495982;W GEORGIA ST;49.28715840968277, -123.12465141312732
1199;Downtown;"{""coordinates"": [-123.1227133379615, 49.28857162815446], ""type"": ""Point""}";__FJ0SSK;59211805;012637581;W PENDER ST;49.28857162815446, -123.1227133379615
1199;Downtown;"{""coordinates"": [-123.12248904438688, 49.28851385628574], ""type"": ""Point""}";__FJ0SSM;59211805;012637611;W PENDER ST;49.28851385628574, -123.12248904438688
1199;Downtown;"{""coordinates"": [-123.12258560110969, 49.28835587970387], ""type"": ""Point""}";__FJ0SSS;59211805;012637629;W PENDER ST;49.28835587970387, -123.12258560110969
601;Downtown;"{""coordinates"": [-123.12466408246068, 49.28778196815143], ""type"": ""Point""}";__FJ0ST2;59711794;015745261;BUTE ST;49.28778196815143, -123.12466408246068
1201;Downtown;"{""coordinates"": [-123.1251658751531, 49.28745849014341], ""type"": ""Point""}";__FJ0ST4;60011795;015745333;W GEORGIA ST;49.28745849014341, -123.1251658751531
1281;Downtown;"{""coordinates"": [-123.12634492820793, 49.288225385455426], ""type"": ""Point""}";__FJ0ST8;60011705;015745317;W GEORGIA ST;49.288225385455426, -123.12634492820793
1201;Downtown;"{""coordinates"": [-123.12352767162227, 49.288723219610056], ""type"": ""Point""}";__FJ0STQ;59211797;015748979;W PENDER ST;49.288723219610056, -123.12352767162227
1455;Downtown;"{""coordinates"": [-123.12876069339663, 49.289721286786865], ""type"": ""Point""}";__FJ0SV4;60011507;015843106;W GEORGIA ST;49.289721286786865, -123.12876069339663
1455;Downtown;"{""coordinates"": [-123.12901427051966, 49.289871214235745], ""type"": ""Point""}";__FJ0SVE;60011507;015843068;W GEORGIA ST;49.289871214235745, -123.12901427051966
1455;Downtown;"{""coordinates"": [-123.12891713127492, 49.2898043176549], ""type"": ""Point""}";__FJ0SVG;60011507;015843084;W GEORGIA ST;49.2898043176549, -123.12891713127492
1445;Downtown;"{""coordinates"": [-123.12875664142223, 49.289643932871925], ""type"": ""Point""}";__FJ0T1K;60011557;009916563;W GEORGIA ST;49.289643932871925, -123.12875664142223
1111;Downtown;"{""coordinates"": [-123.1233731992751, 49.286331128339924], ""type"": ""Point""}";__FJ0T2S;60011895;016082206;W GEORGIA ST;49.286331128339924, -123.1233731992751
1239;Downtown;"{""coordinates"": [-123.12562641164362, 49.28773188429965], ""type"": ""Point""}";__FJ0T2U;60011753;LMS3963;W GEORGIA ST;49.28773188429965, -123.12562641164362
1238;Downtown;"{""coordinates"": [-123.12536086469837, 49.288221977613105], ""type"": ""Point""}";__FJ0T30;59711728;LMS2080;MELVILLE ST;49.288221977613105, -123.12536086469837
865;Downtown;"{""coordinates"": [-123.123303305028, 49.28199184974997], ""type"": ""Point""}";__FJ0TCA;12460295;007051981;HORNBY ST;49.28199184974997, -123.123303305028
888;Downtown;"{""coordinates"": [-123.12380364575621, 49.28220674927307], ""type"": ""Point""}";__FJ0TCC;12060294;006466141;BURRARD ST;49.28220674927307, -123.12380364575621
845;Downtown;"{""coordinates"": [-123.12289811692644, 49.28232493207537], ""type"": ""Point""}";__FJ0TDU;12460247;009169989;HORNBY ST;49.28232493207537, -123.12289811692644
933;Downtown;"{""coordinates"": [-123.12421945276482, 49.281533256803556], ""type"": ""Point""}";__FJ0TFA;12060404;BCS1433;HORNBY ST;49.281533256803556, -123.12421945276482
905;Downtown;"{""coordinates"": [-123.11668899149421, 49.28619108138907], ""type"": ""Point""}";__FJ0TH2;59212095;015508846;W PENDER ST;49.28619108138907, -123.11668899149421
900;Downtown;"{""coordinates"": [-123.11627928649388, 49.28646135851136], ""type"": ""Point""}";__FJ0TH4;59012094;015508838;W HASTINGS ST;49.28646135851136, -123.11627928649388
889;Downtown;"{""coordinates"": [-123.11634632811709, 49.28596115052312], ""type"": ""Point""}";__FJ0TI6;59212407;004294980;W PENDER ST;49.28596115052312, -123.11634632811709
744;Downtown;"{""coordinates"": [-123.11495951660439, 49.285600977589525], ""type"": ""Point""}";__FJ0TIC;59012604;015505022;W HASTINGS ST;49.285600977589525, -123.11495951660439
744;Downtown;"{""coordinates"": [-123.11488720524393, 49.28554932726703], ""type"": ""Point""}";__FJ0TIE;59012604;015505031;W HASTINGS ST;49.28554932726703, -123.11488720524393
325;Downtown;"{""coordinates"": [-123.11436953037871, 49.28651774820678], ""type"": ""Point""}";__FJ0TIG;12658947;011191872;HOWE ST;49.28651774820678, -123.11436953037871
999;Downtown;"{""coordinates"": [-123.1114484026212, 49.288120051457824], ""type"": ""Point""}";__FJ0TIK;56111522;002830001;CANADA PLACE;49.288120051457824, -123.1114484026212
1050;Downtown;"{""coordinates"": [-123.11961781681961, 49.28688201014747], ""type"": ""Point""}";__FJ0TIW;59211964;005601282;W PENDER ST;49.28688201014747, -123.11961781681961
1055;Downtown;"{""coordinates"": [-123.12091579895674, 49.28655140901484], ""type"": ""Point""}";__FJ0TJ2;59511955;004920431;DUNSMUIR ST;49.28655140901484, -123.12091579895674
400;Downtown;"{""coordinates"": [-123.11707530026926, 49.28661706173875], ""type"": ""Point""}";__FJ0TJ4;12059008;007043821;BURRARD ST;49.28661706173875, -123.11707530026926
1140;Downtown;"{""coordinates"": [-123.12208185072315, 49.28761296231785], ""type"": ""Point""}";__FJ0TJE;59211844;007063563;W PENDER ST;49.28761296231785, -123.12208185072315
1130;Downtown;"{""coordinates"": [-123.12140705822571, 49.287488649393694], ""type"": ""Point""}";__FJ0TJI;59211882;015306674;W PENDER ST;49.287488649393694, -123.12140705822571
1177;Downtown;"{""coordinates"": [-123.1217504921678, 49.28875481675671], ""type"": ""Point""}";__FJ0TJY;59011837;015844064;W HASTINGS ST;49.28875481675671, -123.1217504921678
1133;Downtown;"{""coordinates"": [-123.1204659502815, 49.288408976532544], ""type"": ""Point""}";__FJ0TK6;59011857;007694806;W HASTINGS ST;49.288408976532544, -123.1204659502815
1111;Downtown;"{""coordinates"": [-123.12021960960213, 49.28833143387047], ""type"": ""Point""}";__FJ0TK8;59011897;015844021;W HASTINGS ST;49.28833143387047, -123.12021960960213
1111;Downtown;"{""coordinates"": [-123.11973643601216, 49.288177668401914], ""type"": ""Point""}";__FJ0TKA;59011897;015844005;W HASTINGS ST;49.288177668401914, -123.11973643601216
1133;Downtown;"{""coordinates"": [-123.12072192219918, 49.288488316635956], ""type"": ""Point""}";__FJ0TKG;59011857;007694831;W HASTINGS ST;49.288488316635956, -123.12072192219918
;Downtown;"{""coordinates"": [-123.11410672211323, 49.287763416225204], ""type"": ""Point""}";__FJ0TKO;56113866;002842106;;49.287763416225204, -123.11410672211323
;Downtown;"{""coordinates"": [-123.11583536214138, 49.28791637724846], ""type"": ""Point""}";__FJ0TKQ;56111568;002842114;;49.28791637724846, -123.11583536214138
1095;Downtown;"{""coordinates"": [-123.11972009290714, 49.2876127797518], ""type"": ""Point""}";__FJ0TKS;59211907;012425401;W PENDER ST;49.2876127797518, -123.11972009290714
736;Downtown;"{""coordinates"": [-123.11852237366824, 49.281843349770746], ""type"": ""Point""}";__FJ0TL4;13060058;027461360;GRANVILLE ST;49.281843349770746, -123.11852237366824
510;Downtown;"{""coordinates"": [-123.11692184604354, 49.28121156687781], ""type"": ""Point""}";__FJ0TLA;60013498;028779576;W GEORGIA ST;49.28121156687781, -123.11692184604354
620;Downtown;"{""coordinates"": [-123.11557728110765, 49.28250595838916], ""type"": ""Point""}";__FJ0TLI;13459524;013736931;SEYMOUR ST;49.28250595838916, -123.11557728110765
670;Downtown;"{""coordinates"": [-123.11611121304936, 49.28216493766414], ""type"": ""Point""}";__FJ0TLW;13459576;003023605;SEYMOUR ST;49.28216493766414, -123.11611121304936
670;Downtown;"{""coordinates"": [-123.11647847002119, 49.28192573708644], ""type"": ""Point""}";__FJ0TM6;13459576;003023672;SEYMOUR ST;49.28192573708644, -123.11647847002119
698;Downtown;"{""coordinates"": [-123.11671048829496, 49.2817766327806], ""type"": ""Point""}";__FJ0TMC;60013405;003023796;SEYMOUR ST;49.2817766327806, -123.11671048829496
670;Downtown;"{""coordinates"": [-123.116065444695, 49.28165135899293], ""type"": ""Point""}";__FJ0TME;13459576;003023974;SEYMOUR ST;49.28165135899293, -123.116065444695
670;Downtown;"{""coordinates"": [-123.11592404726878, 49.28174684982028], ""type"": ""Point""}";__FJ0TMI;13459576;003024008;SEYMOUR ST;49.28174684982028, -123.11592404726878
670;Downtown;"{""coordinates"": [-123.11562257331057, 49.281947303574505], ""type"": ""Point""}";__FJ0TMQ;13459576;003023842;SEYMOUR ST;49.281947303574505, -123.11562257331057
670;Downtown;"{""coordinates"": [-123.11555049569255, 49.28199370083864], ""type"": ""Point""}";__FJ0TMS;13459576;003023877;SEYMOUR ST;49.28199370083864, -123.11555049569255
670;Downtown;"{""coordinates"": [-123.11548200443812, 49.2820450508161], ""type"": ""Point""}";__FJ0TMU;13459576;003023893;SEYMOUR ST;49.2820450508161, -123.11548200443812
670;Downtown;"{""coordinates"": [-123.11540993809113, 49.282096395328026], ""type"": ""Point""}";__FJ0TMW;13459576;003023907;SEYMOUR ST;49.282096395328026, -123.11540993809113
619;Downtown;"{""coordinates"": [-123.1151882183401, 49.28224188867627], ""type"": ""Point""}";__FJ0TN2;13859531;003023931;RICHARDS ST;49.28224188867627, -123.1151882183401
500;Downtown;"{""coordinates"": [-123.1150426840955, 49.282339640327585], ""type"": ""Point""}";__FJ0TN6;13859507;015471608;DUNSMUIR ST;49.282339640327585, -123.1150426840955
500;Downtown;"{""coordinates"": [-123.11489083808577, 49.28243738907444], ""type"": ""Point""}";__FJ0TNA;13859507;015471624;DUNSMUIR ST;49.28243738907444, -123.11489083808577
646;Downtown;"{""coordinates"": [-123.11445331909398, 49.28197458062716], ""type"": ""Point""}";__FJ0TNK;13859504;015471497;RICHARDS ST;49.28197458062716, -123.11445331909398
646;Downtown;"{""coordinates"": [-123.11475330864452, 49.28177817922994], ""type"": ""Point""}";__FJ0TNS;13859504;015471535;RICHARDS ST;49.28177817922994, -123.11475330864452
646;Downtown;"{""coordinates"": [-123.11490089156953, 49.28168088465022], ""type"": ""Point""}";__FJ0TNW;13859504;015471551;RICHARDS ST;49.28168088465022, -123.11490089156953
650;Downtown;"{""coordinates"": [-123.11498370046021, 49.28163132879845], ""type"": ""Point""}";__FJ0TNY;13859550;015471560;RICHARDS ST;49.28163132879845, -123.11498370046021
650;Downtown;"{""coordinates"": [-123.11505494471628, 49.28158132564825], ""type"": ""Point""}";__FJ0TO0;13859550;015471578;RICHARDS ST;49.28158132564825, -123.11505494471628
475;Downtown;"{""coordinates"": [-123.11550207532792, 49.281289876555455], ""type"": ""Point""}";__FJ0TOC;60013803;005163510;W GEORGIA ST;49.281289876555455, -123.11550207532792
401;Downtown;"{""coordinates"": [-123.11467504476788, 49.281291617779786], ""type"": ""Point""}";__FJ0TOK;14859507;007010150;W GEORGIA ST;49.281291617779786, -123.11467504476788
514;Downtown;"{""coordinates"": [-123.11205837803726, 49.282484318931125], ""type"": ""Point""}";__FJ0TOM;59214806;015487873;HOMER ST;49.282484318931125, -123.11205837803726
553;Downtown;"{""coordinates"": [-123.11229837288852, 49.28159625293824], ""type"": ""Point""}";__FJ0TOW;15659259;015488098;HAMILTON ST;49.28159625293824, -123.11229837288852
440;Downtown;"{""coordinates"": [-123.11287100086204, 49.28301693298363], ""type"": ""Point""}";__FJ0TP4;59213824;015488152;W PENDER ST;49.28301693298363, -123.11287100086204
430;Downtown;"{""coordinates"": [-123.11279251105425, 49.282966636639905], ""type"": ""Point""}";__FJ0TP6;59213834;015488161;W PENDER ST;49.282966636639905, -123.11279251105425
416;Downtown;"{""coordinates"": [-123.11256183619577, 49.28281349382204], ""type"": ""Point""}";__FJ0TPC;59213870;015488179;W PENDER ST;49.28281349382204, -123.11256183619577
402;Downtown;"{""coordinates"": [-123.11240348100029, 49.28271201147328], ""type"": ""Point""}";__FJ0TPG;59213894;012169561;W PENDER ST;49.28271201147328, -123.11240348100029
561;Downtown;"{""coordinates"": [-123.11327744155338, 49.28222629101077], ""type"": ""Point""}";__FJ0TPM;14859261;015649091;HOMER ST;49.28222629101077, -123.11327744155338
566;Downtown;"{""coordinates"": [-123.11368918049386, 49.282484039228095], ""type"": ""Point""}";__FJ0TQ2;13859298;006937551;RICHARDS ST;49.282484039228095, -123.11368918049386
523;Downtown;"{""coordinates"": [-123.1139544862838, 49.283051823282065], ""type"": ""Point""}";__FJ0TQO;13859237;015488772;RICHARDS ST;49.283051823282065, -123.1139544862838
555;Downtown;"{""coordinates"": [-123.11503845756704, 49.28288115416944], ""type"": ""Point""}";__FJ0TR2;13459298;010493247;DUNSMUIR ST;49.28288115416944, -123.11503845756704
555;Downtown;"{""coordinates"": [-123.11494572451424, 49.282927103860814], ""type"": ""Point""}";__FJ0TR4;13459298;010493263;DUNSMUIR ST;49.282927103860814, -123.11494572451424
